event_id,activity_id,activity_title,category,priority,frequency,start,end,duration_minutes,location,mode,assigned_provider,assigned_equipment,backup_for,details,metrics
activity_036_20260501T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-05-01T06:30:00,2026-05-01T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_104_20260501T080000,activity_104,Lab Testing Appointment - Check-In,Consultation,94,1 per month,2026-05-01T08:00:00,2026-05-01T08:30:00,30,lab,in_person,City Lab Team,equipment_09,,Complete planned bloodwork or diagnostic testing and confirm follow-up routing.,"sample_quality, follow_up_booked"
activity_039_20260501T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-05-01T18:00:00,2026-05-01T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_121_20260502T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-02T06:00:00,2026-05-02T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260502T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-05-02T07:30:00,2026-05-02T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_037_20260502T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-05-02T18:30:00,2026-05-02T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260503T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-03T06:00:00,2026-05-03T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260503T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-05-03T06:30:00,2026-05-03T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260503T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-05-03T18:00:00,2026-05-03T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_037_20260503T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-05-03T18:30:00,2026-05-03T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260504T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-04T06:00:00,2026-05-04T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260504T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-05-04T06:30:00,2026-05-04T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_030_20260504T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-05-04T07:30:00,2026-05-04T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_081_20260504T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-05-04T18:00:00,2026-05-04T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_039_20260505T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-05-05T18:00:00,2026-05-05T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_110_20260505T190000,activity_110,Sleep Coaching Call - Plan Tuning,Consultation,78,1 per week,2026-05-05T19:00:00,2026-05-05T19:30:00,30,remote,remote,Felicia Ong,,,"Review bedtime consistency, evening routine, and overnight recovery patterns.","sleep_latency, sleep_duration"
activity_039_20260508T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-05-08T18:00:00,2026-05-08T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_110_20260508T190000,activity_110,Sleep Coaching Call - Plan Tuning,Consultation,78,1 per week,2026-05-08T19:00:00,2026-05-08T19:30:00,30,remote,remote,Felicia Ong,,,"Review bedtime consistency, evening routine, and overnight recovery patterns.","sleep_latency, sleep_duration"
activity_121_20260512T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-12T06:00:00,2026-05-12T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260512T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-05-12T06:30:00,2026-05-12T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_030_20260512T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-05-12T07:30:00,2026-05-12T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_105_20260512T090000,activity_105,Primary Care Review - Check-In,Consultation,94,1 per month,2026-05-12T09:00:00,2026-05-12T09:45:00,45,clinic,in_person,Dr Miriam Tan,,,"Review symptoms, medication adherence, and recent health trends with the physician.","blood_pressure_reading, questions_answered"
activity_081_20260512T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-05-12T18:00:00,2026-05-12T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_037_20260512T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-05-12T18:30:00,2026-05-12T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_039_20260512T190000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-05-12T19:00:00,2026-05-12T19:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_121_20260513T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-13T06:00:00,2026-05-13T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260513T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-05-13T06:30:00,2026-05-13T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260513T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-05-13T18:00:00,2026-05-13T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260514T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-14T06:00:00,2026-05-14T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260514T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-05-14T07:30:00,2026-05-14T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_123_20260514T100000,activity_123,Dietitian Consultation - Hypertension Meal Plan,Consultation,92,2 per month,2026-05-14T10:00:00,2026-05-14T10:45:00,45,clinic,in_person,Chloe Ng,,,"Review sodium intake, meal timing, grocery habits, and adherence to a cardiometabolic-friendly meal plan.","sodium_target_met, meal_adherence_score, action_items_created"
activity_037_20260514T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-05-14T18:30:00,2026-05-14T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260515T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-15T06:00:00,2026-05-15T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260515T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-05-15T06:30:00,2026-05-15T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_039_20260515T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-05-15T18:00:00,2026-05-15T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_121_20260516T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-16T06:00:00,2026-05-16T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260516T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-05-16T07:30:00,2026-05-16T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_037_20260516T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-05-16T18:30:00,2026-05-16T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260517T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-17T06:00:00,2026-05-17T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260517T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-05-17T06:30:00,2026-05-17T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260517T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-05-17T18:00:00,2026-05-17T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260518T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-18T06:00:00,2026-05-18T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260518T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-05-18T06:30:00,2026-05-18T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260518T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-05-18T18:00:00,2026-05-18T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260519T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-19T06:00:00,2026-05-19T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260519T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-05-19T07:30:00,2026-05-19T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_039_20260519T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-05-19T18:00:00,2026-05-19T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_037_20260519T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-05-19T18:30:00,2026-05-19T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_110_20260519T190000,activity_110,Sleep Coaching Call - Plan Tuning,Consultation,78,1 per week,2026-05-19T19:00:00,2026-05-19T19:30:00,30,home,in_person,Felicia Ong,,,"Review bedtime consistency, evening routine, and overnight recovery patterns.","sleep_latency, sleep_duration"
activity_121_20260520T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-20T06:00:00,2026-05-20T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260520T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-05-20T06:30:00,2026-05-20T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260520T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-05-20T18:00:00,2026-05-20T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260521T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-21T06:00:00,2026-05-21T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260521T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-05-21T07:30:00,2026-05-21T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_037_20260521T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-05-21T18:30:00,2026-05-21T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260522T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-22T06:00:00,2026-05-22T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260522T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-05-22T06:30:00,2026-05-22T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_039_20260522T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-05-22T18:00:00,2026-05-22T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_121_20260523T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-23T06:00:00,2026-05-23T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260523T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-05-23T07:30:00,2026-05-23T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_037_20260523T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-05-23T18:30:00,2026-05-23T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260524T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-24T06:00:00,2026-05-24T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260524T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-05-24T06:30:00,2026-05-24T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260524T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-05-24T18:00:00,2026-05-24T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260525T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-25T06:00:00,2026-05-25T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260525T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-05-25T06:30:00,2026-05-25T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_081_20260525T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-05-25T18:00:00,2026-05-25T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_121_20260526T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-26T06:00:00,2026-05-26T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_030_20260526T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-05-26T07:30:00,2026-05-26T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_039_20260526T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-05-26T18:00:00,2026-05-26T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_037_20260526T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-05-26T18:30:00,2026-05-26T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_110_20260526T190000,activity_110,Sleep Coaching Call - Plan Tuning,Consultation,78,1 per week,2026-05-26T19:00:00,2026-05-26T19:30:00,30,home,in_person,Felicia Ong,,,"Review bedtime consistency, evening routine, and overnight recovery patterns.","sleep_latency, sleep_duration"
activity_121_20260527T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-27T06:00:00,2026-05-27T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260527T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-05-27T06:30:00,2026-05-27T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_030_20260527T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-05-27T07:30:00,2026-05-27T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_081_20260527T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-05-27T18:00:00,2026-05-27T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_037_20260527T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-05-27T18:30:00,2026-05-27T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260528T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-28T06:00:00,2026-05-28T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260528T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-05-28T06:30:00,2026-05-28T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_030_20260528T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-05-28T07:30:00,2026-05-28T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_123_20260528T100000,activity_123,Dietitian Consultation - Hypertension Meal Plan,Consultation,92,2 per month,2026-05-28T10:00:00,2026-05-28T10:45:00,45,clinic,in_person,Chloe Ng,,,"Review sodium intake, meal timing, grocery habits, and adherence to a cardiometabolic-friendly meal plan.","sodium_target_met, meal_adherence_score, action_items_created"
activity_081_20260528T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-05-28T18:00:00,2026-05-28T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_037_20260528T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-05-28T18:30:00,2026-05-28T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_121_20260529T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-05-29T06:00:00,2026-05-29T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260529T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-05-29T06:30:00,2026-05-29T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_030_20260529T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-05-29T07:30:00,2026-05-29T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_081_20260529T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-05-29T18:00:00,2026-05-29T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_037_20260529T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-05-29T18:30:00,2026-05-29T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_039_20260529T190000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-05-29T19:00:00,2026-05-29T19:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_039_20260602T180000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-06-02T18:00:00,2026-06-02T18:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_110_20260602T190000,activity_110,Sleep Coaching Call - Plan Tuning,Consultation,78,1 per week,2026-06-02T19:00:00,2026-06-02T19:30:00,30,remote,remote,Felicia Ong,,,"Review bedtime consistency, evening routine, and overnight recovery patterns.","sleep_latency, sleep_duration"
activity_121_20260605T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-05T06:00:00,2026-06-05T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260605T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-06-05T06:30:00,2026-06-05T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
activity_030_20260605T073000,activity_030,Outdoor Walk - Aerobic Base,Fitness routine / exercise,73,3 per week,2026-06-05T07:30:00,2026-06-05T08:00:00,30,park,in_person,,,,Walk at a pace that slightly elevates breathing while keeping posture tall.,"average_pace, steps, distance_km"
activity_104_20260605T080000,activity_104,Lab Testing Appointment - Check-In,Consultation,94,1 per month,2026-06-05T08:00:00,2026-06-05T08:30:00,30,lab,in_person,City Lab Team,equipment_09,,Complete planned bloodwork or diagnostic testing and confirm follow-up routing.,"sample_quality, follow_up_booked"
activity_081_20260605T180000,activity_081,Guided Breathing - Sleep Support,Therapy,78,3 per week,2026-06-05T18:00:00,2026-06-05T18:15:00,15,home,in_person,,,,Use slow exhale-biased breathing to lower evening stress load and improve sleep onset.,"stress_score_post, sleep_latency"
activity_037_20260605T183000,activity_037,Sleep-Support Dinner - Energy Stabilizer,Food consumption,71,3 per week,2026-06-05T18:30:00,2026-06-05T19:00:00,30,home,in_person,,,,"Build dinner around vegetables, legumes, and a moderate portion of lean protein.","sleep_quality_next_day, fiber_grams, meal_finish_time"
activity_039_20260605T190000,activity_039,Fluid Checkpoint - Energy Stabilizer,Food consumption,70,1 per day,2026-06-05T19:00:00,2026-06-05T19:10:00,10,remote,remote,Felicia Ong,,,Pause for a structured hydration target and record intake progress.,"hydration_ml, urine_color_score"
activity_121_20260606T060000,activity_121,Morning Blood Pressure + Medication Routine,Medication consumption,98,1 per day,2026-06-06T06:00:00,2026-06-06T06:15:00,15,home,in_person,,equipment_10,,"Check blood pressure before the morning dose, take the prescribed medication, and log both readings for clinician review.","blood_pressure_reading, dose_taken, symptom_flag"
activity_036_20260606T063000,activity_036,Balanced Breakfast - Protein Rebuild,Food consumption,71,4 per week,2026-06-06T06:30:00,2026-06-06T07:00:00,30,home,in_person,,equipment_08,,"Build breakfast around protein, fiber, and steady energy release.","fiber_grams, protein_grams, post_meal_energy"
